"Country or Area","Year","Comm. Code","Commodity","Flow","Trade (USD)","Weight (kg)","Quantity Name","Quantity"
"India","2022","292241","Amino-acids, other than those containing more than one kind of oxygen function, and their esters; lysine and its esters; salts thereof","Import","145862815.522","81096177.888","Weight in kilograms","81096177.888"
"India","2022","292241","Amino-acids, other than those containing more than one kind of oxygen function, and their esters; lysine and its esters; salts thereof","Export","2204253.49","295094.423","Weight in kilograms","295094.423"
"India","2022","292242","Amino-acids, other than those containing more than one kind of oxygen function, and their esters; glutamic acid and its esters; salts thereof","Import","94006524.972","","No Quantity",""
"India","2022","292242","Amino-acids, other than those containing more than one kind of oxygen function, and their esters; glutamic acid and its esters; salts thereof","Export","5991481.529","2437926.181","Weight in kilograms","2437926.181"
"India","2022","292243","Amino-acids, other than those containing more than one kind of oxygen function, and their esters; anthranilic acid and its esters; salts thereof","Export","2578576.157","336047.155","Weight in kilograms","336047.155"
"India","2022","292243","Amino-acids, other than those containing more than one kind of oxygen function, and their esters; anthranilic acid and its esters; salts thereof","Import","15700.959","2768.937","Weight in kilograms","2768.937"
"India","2022","292244","Amino-acids, other than those containing more than one kind of oxygen function, and their esters; tilidine (INN) and its esters; salts thereof","Export","17709.014","7.805","Weight in kilograms","7.805"
"India","2022","292249","Amino-acids, other than those containing more than one kind of oxygen function, their esters; salts thereof, excluding lysine, glutamic acid, anthranalic acid and tilidine, their esters and salts thereof","Import","164855521.445","30617588.447","Weight in kilograms","30617588.447"
"India","2022","292249","Amino-acids, other than those containing more than one kind of oxygen function, their esters; salts thereof, excluding lysine, glutamic acid, anthranalic acid and tilidine, their esters and salts thereof","Export","231727093.872","12714246.854","Weight in kilograms","12714246.854"
"India","2022","292250","Amino-alcohol-phenols, amino-acid-phenols and other amino-compounds with oxygen function","Export","212932094.215","5007629.427","Weight in kilograms","5007629.427"
"India","2022","292250","Amino-alcohol-phenols, amino-acid-phenols and other amino-compounds with oxygen function","Import","119040610.814","14051363.787","Weight in kilograms","14051363.787"
"India","2022","292310","Quaternary ammonium salts and hydroxides; choline and its salts, whether or not chemically defined","Import","930104.529","96758.879","Weight in kilograms","96758.879"
"India","2022","292310","Quaternary ammonium salts and hydroxides; choline and its salts, whether or not chemically defined","Export","14193190.634","5539872.486","Weight in kilograms","5539872.486"
"India","2022","292320","Lecithins and other phosphoaminolipids, whether or not chemically defined","Import","88219068.124","48461060.193","Weight in kilograms","48461060.193"
"India","2022","292320","Lecithins and other phosphoaminolipids, whether or not chemically defined","Export","197429946.966","76457735.991","Weight in kilograms","76457735.991"
"India","2022","292330","Quaternary ammonium salts and hydroxides; tetraethylammonium perfluorooctane sulphonate, whether or not chemically defined","Import","766022.244","2011.838","Weight in kilograms","2011.838"
"India","2022","292340","Quaternary ammonium salts and hydroxides; didecyldimethylammonium perfluorooctane sulphonate, whether or not chemically defined","Import","467.072","","No Quantity",""
"India","2022","292390","Quaternary ammonium salts and hydroxides; whether or not chemically defined n.e.c. in heading no. 2923","Import","45244652.286","10179677.308","Weight in kilograms","10179677.308"
"India","2022","292390","Quaternary ammonium salts and hydroxides; whether or not chemically defined n.e.c. in heading no. 2923","Export","59622446.196","6567432.497","Weight in kilograms","6567432.497"
"India","2022","292411","Acyclic amides (including acyclic carbamates) and their derivatives; salts thereof; meprobamate (INN)","Import","1699011.884","43100","Weight in kilograms","43100"
"India","2022","292411","Acyclic amides (including acyclic carbamates) and their derivatives; salts thereof; meprobamate (INN)","Export","145180.194","4452.059","Weight in kilograms","4452.059"
"India","2022","292412","Acyclic amides (including acyclic carbamates) and their derivatives; salts thereof; fluoroacetamide (ISO), monocrotophos (ISO) and phosphamidon (ISO)","Import","4240.918","1001","Weight in kilograms","1001"
"India","2022","292412","Acyclic amides (including acyclic carbamates) and their derivatives; salts thereof; fluoroacetamide (ISO), monocrotophos (ISO) and phosphamidon (ISO)","Export","95651.797","10418.156","Weight in kilograms","10418.156"
"India","2022","292419","Acyclic amides (including acyclic carbamates) and their derivatives; salts thereof, other than meprobamate (INN), fluoroacetamide (ISO), monocrotophos (ISO) or phosphamidon (ISO)","Export","367297788.094","","No Quantity",""
"India","2022","292419","Acyclic amides (including acyclic carbamates) and their derivatives; salts thereof, other than meprobamate (INN), fluoroacetamide (ISO), monocrotophos (ISO) or phosphamidon (ISO)","Import","93295136.769","25966362.826","Weight in kilograms","25966362.826"
"India","2022","292421","Cyclic amides (including cyclic carbamates) and their derivatives, ureines and their derivatives; salts thereof","Import","25932202.519","1262631.025","Weight in kilograms","1262631.025"
"India","2022","292421","Cyclic amides (including cyclic carbamates) and their derivatives, ureines and their derivatives; salts thereof","Export","19036917.011","322714.896","Weight in kilograms","322714.896"
"India","2022","292423","Cyclic amides (including cyclic carbamates) and their derivatives; 2-acetamidobenzoic acid (N-acetylanthranillic acid) and its salts","Export","85963.997","5156.266","Weight in kilograms","5156.266"
"India","2022","292423","Cyclic amides (including cyclic carbamates) and their derivatives; 2-acetamidobenzoic acid (N-acetylanthranillic acid) and its salts","Import","1925.85","3.046","Weight in kilograms","3.046"
"India","2022","292429","Cyclic amides (including cyclic carbamates) and their derivatives; other than the derivatives and salts of ureines, 2-acetamidobenzoic acid (N-acetylanthancillic acid),ethinamate S, and alachlor (ISO) and their derivatives and salts","Import","219601955.775","21703007.589","Weight in kilograms","21703007.589"
"India","2022","292429","Cyclic amides (including cyclic carbamates) and their derivatives; other than the derivatives and salts of ureines, 2-acetamidobenzoic acid (N-acetylanthancillic acid),ethinamate S, and alachlor (ISO) and their derivatives and salts","Export","302867020.623","12248308.948","Weight in kilograms","12248308.948"
"India","2022","292511","Imides and their derivatives; saccharin and its salts","Import","4265681.233","510277.505","Weight in kilograms","510277.505"
"India","2022","292511","Imides and their derivatives; saccharin and its salts","Export","11415967.133","1270868.098","Weight in kilograms","1270868.098"
"India","2022","292519","Imides and their derivatives; other than saccharin and glutethimide (INN)","Import","11820675.648","1239925.597","Weight in kilograms","1239925.597"
"India","2022","292519","Imides and their derivatives; other than saccharin and glutethimide (INN)","Export","26487347.389","5198132.267","Weight in kilograms","5198132.267"
"India","2022","292529","Imines and their derivatives; salts thereof; other than chlordimeform (ISO)","Import","60418994.461","4861313.393","Weight in kilograms","4861313.393"
"India","2022","292529","Imines and their derivatives; salts thereof; other than chlordimeform (ISO)","Export","152682098.678","26628975.323","Weight in kilograms","26628975.323"
"India","2022","292610","Nitrile-function compounds; acrylonitrile","Export","11703121.899","","No Quantity",""
"India","2022","292610","Nitrile-function compounds; acrylonitrile","Import","367511652.058","212385210.825","Weight in kilograms","212385210.825"
"India","2022","292620","Nitrile-function compounds; 1-cyanoguanidine (dicyandiamide)","Import","122264693.686","33547232","Weight in kilograms","33547232"
"India","2022","292620","Nitrile-function compounds; 1-cyanoguanidine (dicyandiamide)","Export","181214.361","38705","Weight in kilograms","38705"
"India","2022","292630","Nitrile-function compounds; fenproporex (INN) and its salts; methadone (INN) intermediate (4-cyano-2-dimethylamino-4,4-diphenylbutane)","Import","805.372","","No Quantity",""
"India","2022","292630","Nitrile-function compounds; fenproporex (INN) and its salts; methadone (INN) intermediate (4-cyano-2-dimethylamino-4,4-diphenylbutane)","Export","1.031","","No Quantity",""
"India","2022","292640","Nitrile-function compounds; alpha-phenylacetoacetonitrile","Export","4552.906","511","Weight in kilograms","511"
"India","2022","292640","Nitrile-function compounds; alpha-phenylacetoacetonitrile","Import","341826.621","18082.413","Weight in kilograms","18082.413"
"India","2022","292690","Nitrile-function compounds; n.e.c. heading no. 2926","Export","96955894.175","9042052.825","Weight in kilograms","9042052.825"
"India","2022","292690","Nitrile-function compounds; n.e.c. heading no. 2926","Import","259285529.154","42391715.528","Weight in kilograms","42391715.528"
"India","2022","292700","Diazo-, azo- or azoxy compounds","Import","48181807.642","11294575.028","Weight in kilograms","11294575.028"
"India","2022","292700","Diazo-, azo- or azoxy compounds","Export","105434341.124","7007239.334","Weight in kilograms","7007239.334"
"India","2022","292800","Organic derivatives of hydrazine or of hydroxylamine","Import","55346171.466","7637711.875","Weight in kilograms","7637711.875"
"India","2022","292800","Organic derivatives of hydrazine or of hydroxylamine","Export","194474034.527","11200861.015","Weight in kilograms","11200861.015"
"India","2022","292910","Nitrogen-function compounds; n.e.c. in chapter 29, isocyanates","Export","18240671.318","","No Quantity",""
"India","2022","292910","Nitrogen-function compounds; n.e.c. in chapter 29, isocyanates","Import","348478710.723","109302043.516","Weight in kilograms","109302043.516"
"India","2022","292990","Nitrogen-function compounds; n.e.c. in chapter 29, excluding isocyanates","Export","33645867.313","","No Quantity",""
"India","2022","292990","Nitrogen-function compounds; n.e.c. in chapter 29, excluding isocyanates","Import","7556265.078","852722.289","Weight in kilograms","852722.289"
"India","2022","293020","Organo-sulphur compounds; thiocarbamates and dithiocarbamates","Import","3108557.839","515619.197","Weight in kilograms","515619.197"
"India","2022","293020","Organo-sulphur compounds; thiocarbamates and dithiocarbamates","Export","14078950.222","3061889.309","Weight in kilograms","3061889.309"
"India","2022","293030","Organo-sulphur compounds; thiuram mono-, di- or tetrasulphides","Import","1957850.322","631587.527","Weight in kilograms","631587.527"
"India","2022","293030","Organo-sulphur compounds; thiuram mono-, di- or tetrasulphides","Export","2720724.593","388392.143","Weight in kilograms","388392.143"
"India","2022","293040","Organo-sulphur compounds; methionine","Import","147488753.791","54007820.59","Weight in kilograms","54007820.59"
"India","2022","293040","Organo-sulphur compounds; methionine","Export","278250.657","124278.967","Weight in kilograms","124278.967"
"India","2022","293060","Organo-sulphur compounds; 2-(N,N-Diethylamino)ethanethiol","Import","14100.864","322.324","Weight in kilograms","322.324"
"India","2022","293070","Organo-sulphur compounds; bis(2-hydroxyethyl)sulfide (thiodiglycol (INN))","Import","167554.83","11338.097","Weight in kilograms","11338.097"
"India","2022","293080","Organo-sulphur compounds; aldicarb (ISO), captafol (ISO) and methamidophos (ISO)","Import","6563.772","1000","Weight in kilograms","1000"
"India","2022","293090","Organo-sulphur compounds; n.e.c. in heading no. 2930","Export","242245047.336","29118697.262","Weight in kilograms","29118697.262"
"India","2022","293090","Organo-sulphur compounds; n.e.c. in heading no. 2930","Import","286645464.097","52434362.036","Weight in kilograms","52434362.036"
"India","2022","293110","Organo-inorganic compounds; tetramethyl lead and tetraethyl lead","Export","32587.463","586.735","Weight in kilograms","586.735"
"India","2022","293110","Organo-inorganic compounds; tetramethyl lead and tetraethyl lead","Import","7685.497","1463.364","Weight in kilograms","1463.364"
"India","2022","293120","Organo-inorganic compounds; tributyltin compounds","Export","2460720.051","281812.942","Weight in kilograms","281812.942"
"India","2022","293120","Organo-inorganic compounds; tributyltin compounds","Import","3004135.719","128615.412","Weight in kilograms","128615.412"
"India","2022","293141","Non-halogenated organo-phosphorous derivatives; dimethyl methylphosphonate","Import","59.367","14.759","Weight in kilograms","14.759"
"India","2022","293141","Non-halogenated organo-phosphorous derivatives; dimethyl methylphosphonate","Export","429.131","1","Weight in kilograms","1"
"India","2022","293142","Non-halogenated organo-phosphorous derivatives; dimethyl propylphosphonate","Import","4517.509","256.008","Weight in kilograms","256.008"
"India","2022","293143","Non-halogenated organo-phosphorous derivatives; diethyl ethylphosphonate","Export","1043.756","206.87","Weight in kilograms","206.87"
"India","2022","293143","Non-halogenated organo-phosphorous derivatives; diethyl ethylphosphonate","Import","4662.377","7.704","Weight in kilograms","7.704"
"India","2022","293144","Non-halogenated organo-phosphorous derivatives; methylphosphonic acid","Export","884518.828","8680","Weight in kilograms","8680"
"India","2022","293144","Non-halogenated organo-phosphorous derivatives; methylphosphonic acid","Import","58422.76","8960","Weight in kilograms","8960"
"India","2022","293147","Non-halogenated organo-phosphorous derivatives; (5-ethyl-2-methyl-2-oxido-1,3,2-dioxaphosphinan-5-yl) methyl methyl methylphosphonate","Import","49.621","","No Quantity",""
"India","2022","293148","Non-halogenated organo-phosphorous derivatives; 3,9-dimethyl-2,4,8,10-tetraoxa-3,9-diphosphaspiro[5.5] undecane 3,9-dioxide","Import","5669.833","","No Quantity",""
"India","2022","293149","Non-halogenated organo-phosphorous derivatives; other non-halogenated organo-phosphorous derivatives, n.e.c. in item no. 2931.4","Import","7279416.593","1857808.102","Weight in kilograms","1857808.102"
"India","2022","293149","Non-halogenated organo-phosphorous derivatives; other non-halogenated organo-phosphorous derivatives, n.e.c. in item no. 2931.4","Export","52837263.914","21742735.744","Weight in kilograms","21742735.744"
"India","2022","293151","Halogenated organo-phosphorous derivatives; methylphosphonic dichloride","Import","315.856","","No Quantity",""
"India","2022","293153","Halogenated organo-phosphorous derivatives; O-(3-chloropropyl) O-[4-nitro-3-(trifluoromethyl)phenyl] methylphosphonothionate","Import","13599.21","","No Quantity",""
"India","2022","293159","Halogenated organo-phosphorous derivatives; other halogenated organo-phosphorous derivatives, n.e.c. in item no. 2931.5","Export","248061.701","","No Quantity",""
"India","2022","293159","Halogenated organo-phosphorous derivatives; other halogenated organo-phosphorous derivatives, n.e.c. in item no. 2931.5","Import","669966.38","57098.83","Weight in kilograms","57098.83"
"India","2022","293190","Organo-inorganic compounds; other than tetramethyl lead, tetraethyl lead, tributyltin compounds, and other organo-phosphorous derivatives","Import","330697223.633","48191213.77","Weight in kilograms","48191213.77"
"India","2022","293190","Organo-inorganic compounds; other than tetramethyl lead, tetraethyl lead, tributyltin compounds, and other organo-phosphorous derivatives","Export","202406425.418","25944880.164","Weight in kilograms","25944880.164"
"India","2022","293211","Heterocyclic compounds; with oxygen hetero-atom(s) only, containing an unfused furan ring (whether or not hydrogenated) in the structure, tetrahydrofuran","Export","1960757.876","357480.934","Weight in kilograms","357480.934"
"India","2022","293211","Heterocyclic compounds; with oxygen hetero-atom(s) only, containing an unfused furan ring (whether or not hydrogenated) in the structure, tetrahydrofuran","Import","165070710.388","32228648.5","Weight in kilograms","32228648.5"
"India","2022","293212","Heterocyclic compounds; with oxygen hetero-atom(s) only, containing an unfused furan ring (whether or not hydrogenated) in the structure, 2-furaldehyde (furfuraldehyde)","Import","1701703.676","1052721.017","Weight in kilograms","1052721.017"
"India","2022","293212","Heterocyclic compounds; with oxygen hetero-atom(s) only, containing an unfused furan ring (whether or not hydrogenated) in the structure, 2-furaldehyde (furfuraldehyde)","Export","19955.198","139.164","Weight in kilograms","139.164"
"India","2022","293213","Heterocyclic compounds; with oxygen hetero-atom(s) only, containing an unfused furan ring (whether or not hydrogenated) in the structure, furfuryl alcohol and tetrahydrofurfuryl alcohol","Export","5425.177","35.001","Weight in kilograms","35.001"
"India","2022","293213","Heterocyclic compounds; with oxygen hetero-atom(s) only, containing an unfused furan ring (whether or not hydrogenated) in the structure, furfuryl alcohol and tetrahydrofurfuryl alcohol","Import","19632330.26","7245973.576","Weight in kilograms","7245973.576"
"India","2022","293214","Heterocyclic compounds; with oxygen hetero-atom(s) only, containing an unfused furan ring (whether or not hydrogenated) in the structure, sucralose","Import","14211904.852","286874","Weight in kilograms","286874"
"India","2022","293214","Heterocyclic compounds; with oxygen hetero-atom(s) only, containing an unfused furan ring (whether or not hydrogenated) in the structure, sucralose","Export","1152634.932","18049.026","Weight in kilograms","18049.026"
"India","2022","293219","Heterocyclic compounds; with oxygen hetero-atom(s) only, containing an unfused furan ring (whether or not hydrogenated) in the structure, n.e.c. in item no. 2932.1","Import","60486750.347","2567496.441","Weight in kilograms","2567496.441"
"India","2022","293219","Heterocyclic compounds; with oxygen hetero-atom(s) only, containing an unfused furan ring (whether or not hydrogenated) in the structure, n.e.c. in item no. 2932.1","Export","42993867.283","1121096.83","Weight in kilograms","1121096.83"
"India","2022","293220","Heterocyclic compounds; with oxygen hetero-atom(s) only, containing an unfused furan ring (whether or not hydrogenated) in the structure, lactones","Export","118365455.109","3826142.542","Weight in kilograms","3826142.542"
"India","2022","293220","Heterocyclic compounds; with oxygen hetero-atom(s) only, containing an unfused furan ring (whether or not hydrogenated) in the structure, lactones","Import","97603712.191","12430768.507","Weight in kilograms","12430768.507"
"India","2022","293291","Heterocyclic compounds; with oxygen hetero-atom(s) only, (other than lactones or compounds containing an unfused furan ring (whether or not hydrogenated) in the structure), isosafrole","Import","1.018","","No Quantity",""
"India","2022","293292","Heterocyclic compounds; with oxygen hetero-atom(s) only, (other than lactones or compounds containing an unfused furan ring (whether or not hydrogenated) in the structure), 1-(1,3-Benzodioxol-5-yl)propan-2-one","Import","1750.879","","No Quantity",""
"India","2022","293292","Heterocyclic compounds; with oxygen hetero-atom(s) only, (other than lactones or compounds containing an unfused furan ring (whether or not hydrogenated) in the structure), 1-(1,3-Benzodioxol-5-yl)propan-2-one","Export","25016.781","","No Quantity",""
"India","2022","293293","Heterocyclic compounds; with oxygen hetero-atom(s) only, (other than lactones or compounds containing an unfused furan ring (whether or not hydrogenated) in the structure), piperonal","Import","857295.661","38500","Weight in kilograms","38500"
"India","2022","293293","Heterocyclic compounds; with oxygen hetero-atom(s) only, (other than lactones or compounds containing an unfused furan ring (whether or not hydrogenated) in the structure), piperonal","Export","2438893.726","118728.282","Weight in kilograms","118728.282"
"India","2022","293295","Heterocyclic compounds; with oxygen hetero-atom(s) only, (other than lactones or compounds containing an unfused furan ring (whether or not hydrogenated) in the structure), tetrahydrocannabinols (all isomers)","Import","558.985","","No Quantity",""
"India","2022","293296","Heterocyclic compounds; with oxygen hetero-atom(s) only, (other than lactones or compounds containing an unfused furan ring (whether or not hydrogenated) in the structure), carbofuran (ISO)","Export","387469.182","105","Weight in kilograms","105"
"India","2022","293299","Heterocyclic compounds; with oxygen hetero-atom(s) only, no lactones or unfused furan rings in the structure, other than isosafrole, 1-(1,3-benzodiaxol-5-yl) propan-2-one, piperonal, safrole, tetrahydrocannabinols (all isomers), carbofuran (ISO)","Import","220588219.131","9101218.306","Weight in kilograms","9101218.306"
"India","2022","293299","Heterocyclic compounds; with oxygen hetero-atom(s) only, no lactones or unfused furan rings in the structure, other than isosafrole, 1-(1,3-benzodiaxol-5-yl) propan-2-one, piperonal, safrole, tetrahydrocannabinols (all isomers), carbofuran (ISO)","Export","150780805.638","6863203.506","Weight in kilograms","6863203.506"
"India","2022","293311","Heterocyclic compounds; with nitrogen hetero-atom(s) only, containing an unfused pyrazole ring (whether or not hydrogenated) in the structure, phenazone (antipyrin) and its derivatives","Import","864717.15","58684.899","Weight in kilograms","58684.899"
"India","2022","293311","Heterocyclic compounds; with nitrogen hetero-atom(s) only, containing an unfused pyrazole ring (whether or not hydrogenated) in the structure, phenazone (antipyrin) and its derivatives","Export","11578814.914","354089.374","Weight in kilograms","354089.374"
"India","2022","293319","Heterocyclic compounds; with nitrogen hetero-atom(s) only, containing an unfused pyrazole ring (whether or not hydrogenated) in the structure, other than henazone (antipyrin) and its derivatives","Export","303205939.155","6370859.843","Weight in kilograms","6370859.843"
"India","2022","293319","Heterocyclic compounds; with nitrogen hetero-atom(s) only, containing an unfused pyrazole ring (whether or not hydrogenated) in the structure, other than henazone (antipyrin) and its derivatives","Import","232225798.922","7096733.723","Weight in kilograms","7096733.723"
"India","2022","293321","Heterocyclic compounds; with nitrogen hetero-atom(s) only, containing an unfused imidazole ring (whether or not hydrogenated) in the structure, hydantoin and its derivatives","Import","3724532.082","988132.279","Weight in kilograms","988132.279"
"India","2022","293321","Heterocyclic compounds; with nitrogen hetero-atom(s) only, containing an unfused imidazole ring (whether or not hydrogenated) in the structure, hydantoin and its derivatives","Export","4956804.757","953159.678","Weight in kilograms","953159.678"
"India","2022","293329","Heterocyclic compounds; with nitrogen hetero-atom(s) only, containing an unfused imidazole ring (whether or not hydrogenated) in the structure, other than hydantoin and its derivatives","Export","338049468.713","5759236.817","Weight in kilograms","5759236.817"
"India","2022","293329","Heterocyclic compounds; with nitrogen hetero-atom(s) only, containing an unfused imidazole ring (whether or not hydrogenated) in the structure, other than hydantoin and its derivatives","Import","113813546.358","6191883.834","Weight in kilograms","6191883.834"
"India","2022","293331","Heterocyclic compounds; containing an unfused pyridine ring (whether or not hydrogenated) in the structure, pyridine and its salts","Import","76831782.007","10122497.19","Weight in kilograms","10122497.19"
"India","2022","293332","Heterocyclic compounds; containing an unfused pyridine ring (whether or not hydrogenated) in the structure, piperidine and its salts","Import","1884041.797","72635.362","Weight in kilograms","72635.362"
"India","2022","293332","Heterocyclic compounds; containing an unfused pyridine ring (whether or not hydrogenated) in the structure, piperidine and its salts","Export","36429318.843","182546.062","Weight in kilograms","182546.062"
"India","2022","293333","Heterocyclic compounds; containing an unfused pyridine ring (whether or not hydrogenated) in the structure, alfentanil (INN), anileridine (INN), bezitramide (INN), bromazepam (INN), carfentanil (INN), difenoxin (INN), diphenoxylate (INN), dipipanone (INN)","Export","5203845.528","7540.24","Weight in kilograms","7540.24"
"India","2022","293333","Heterocyclic compounds; containing an unfused pyridine ring (whether or not hydrogenated) in the structure, alfentanil (INN), anileridine (INN), bezitramide (INN), bromazepam (INN), carfentanil (INN), difenoxin (INN), diphenoxylate (INN), dipipanone (INN)","Import","842849.843","591.059","Weight in kilograms","591.059"
"India","2022","293334","Heterocyclic compounds; containing an unfused pyridine ring (whether or not hydrogenated) in the structure, other fentanyls and their derivatives","Export","7557.246","","No Quantity",""
"India","2022","293335","Heterocyclic compounds; containing an unfused pyridine ring (whether or not hydrogenated) in the structure, 3-quinuclidinol","Export","47316.49","106","Weight in kilograms","106"
"India","2022","293335","Heterocyclic compounds; containing an unfused pyridine ring (whether or not hydrogenated) in the structure, 3-quinuclidinol","Import","27125.121","100","Weight in kilograms","100"
"India","2022","293336","Heterocyclic compounds; containing an unfused pyridine ring (whether or not hydrogenated) in the structure, 4-anilino-N-phenethylpiperidine (ANPP)","Import","1489.708","","No Quantity",""
"India","2022","293336","Heterocyclic compounds; containing an unfused pyridine ring (whether or not hydrogenated) in the structure, 4-anilino-N-phenethylpiperidine (ANPP)","Export","644735.02","443","Weight in kilograms","443"
"India","2022","293339","Heterocyclic compounds; containing an unfused pyridine ring (whether or not hydrogenated) in the structure, n.e.c. in 2933.3","Export","1077198678.141","30059495.575","Weight in kilograms","30059495.575"
"India","2022","293339","Heterocyclic compounds; containing an unfused pyridine ring (whether or not hydrogenated) in the structure, n.e.c. in 2933.3","Import","385245642.115","25489923.82","Weight in kilograms","25489923.82"
"India","2022","293341","Heterocyclic compounds; containing a quinoline or isoquinoline ring-system (whether or not hydrogenated) in the structure, not further fused, levorphanol (INN) and its salts","Import","1256.528","","No Quantity",""
"India","2022","293341","Heterocyclic compounds; containing a quinoline or isoquinoline ring-system (whether or not hydrogenated) in the structure, not further fused, levorphanol (INN) and its salts","Export","1542478.053","138.471","Weight in kilograms","138.471"
"India","2022","293349","Heterocyclic compounds; containing a quinoline or isoquinoline ring-system (whether or not hydrogenated) in the structure, not further fused, other than levorphanol (INN) and its salts","Export","160471911.57","2756977.191","Weight in kilograms","2756977.191"
"India","2022","293349","Heterocyclic compounds; containing a quinoline or isoquinoline ring-system (whether or not hydrogenated) in the structure, not further fused, other than levorphanol (INN) and its salts","Import","95108302.495","2385136.504","Weight in kilograms","2385136.504"
"India","2022","293352","Heterocyclic compounds; containing a pyrimidine ring (whether or not hydrogenated) or piperazine ring in the structure, malonylurea (barbituric acid) and its salts","Import","8925849.426","1043542","Weight in kilograms","1043542"
"India","2022","293352","Heterocyclic compounds; containing a pyrimidine ring (whether or not hydrogenated) or piperazine ring in the structure, malonylurea (barbituric acid) and its salts","Export","471927.643","19628.231","Weight in kilograms","19628.231"
"India","2022","293353","Allobarbital (INN), amobarbital (INN), barbital (INN), butalbital (INN), butobarbital, cyclobarbital (INN), methylphenobarbital (INN), pentobarbital (INN), phenobarbital (INN), secbutabarbital (INN), secobarbital (INN) and vinylbital (INN); salts thereof","Export","6963773.175","64757.48","Weight in kilograms","64757.48"
"India","2022","293353","Allobarbital (INN), amobarbital (INN), barbital (INN), butalbital (INN), butobarbital, cyclobarbital (INN), methylphenobarbital (INN), pentobarbital (INN), phenobarbital (INN), secbutabarbital (INN), secobarbital (INN) and vinylbital (INN); salts thereof","Import","22514.986","21.983","Weight in kilograms","21.983"
"India","2022","293354","Heterocyclic compounds; containing a pyrimidine ring (whether or not hydrogenated) or piperazine ring in the structure, other derivatives of malonylurea (barbituric acid) and salts thereof, n.e.c. in 2933.53","Export","39890531.849","713155.005","Weight in kilograms","713155.005"
"India","2022","293354","Heterocyclic compounds; containing a pyrimidine ring (whether or not hydrogenated) or piperazine ring in the structure, other derivatives of malonylurea (barbituric acid) and salts thereof, n.e.c. in 2933.53","Import","1269551.028","47482.264","Weight in kilograms","47482.264"
"India","2022","293359","Heterocyclic compounds; containing a pyrimidine ring (whether or not hydrogenated) or piperazine ring in the structure, (other than malonylurea and its derivatives, loprazolam, mecloqualone, methaqualone, zipeprol, and salts thereof) n.e.c. in 2933.5","Import","253757037.519","7629222.33","Weight in kilograms","7629222.33"
"India","2022","293359","Heterocyclic compounds; containing a pyrimidine ring (whether or not hydrogenated) or piperazine ring in the structure, (other than malonylurea and its derivatives, loprazolam, mecloqualone, methaqualone, zipeprol, and salts thereof) n.e.c. in 2933.5","Export","689774636.077","6688687.837","Weight in kilograms","6688687.837"
"India","2022","293361","Heterocyclic compounds; containing an unfused triazine ring (whether or not hydrogenated) in the structure, melamine","Export","35258078.032","","No Quantity",""
"India","2022","293361","Heterocyclic compounds; containing an unfused triazine ring (whether or not hydrogenated) in the structure, melamine","Import","134018690.107","87453494.636","Weight in kilograms","87453494.636"
"India","2022","293369","Heterocyclic compounds; containing an unfused triazine ring (whether or not hydrogenated) in the structure, others excluding melamine","Export","116656127.555","10879338.505","Weight in kilograms","10879338.505"
"India","2022","293369","Heterocyclic compounds; containing an unfused triazine ring (whether or not hydrogenated) in the structure, others excluding melamine","Import","210159921.584","39492301.453","Weight in kilograms","39492301.453"
"India","2022","293371","Heterocyclic compounds; lactams; 6-hexanelactam (epsilon-caprolactam)","Export","101870.208","34251.604","Weight in kilograms","34251.604"
"India","2022","293371","Heterocyclic compounds; lactams; 6-hexanelactam (epsilon-caprolactam)","Import","57362276.639","27335303","Weight in kilograms","27335303"
"India","2022","293372","Heterocyclic compounds; lactams; clobazam (INN) and methyprylon (INN)","Import","387537.073","300","Weight in kilograms","300"
"India","2022","293372","Heterocyclic compounds; lactams; clobazam (INN) and methyprylon (INN)","Export","1686871.883","1461.981","Weight in kilograms","1461.981"
"India","2022","293379","Heterocyclic compounds; lactams; other than 6-hexanelactam (epsilon caprolactam) and clobazam (INN) and methyprylon (INN)","Import","63094861.075","7584528.973","Weight in kilograms","7584528.973"
"India","2022","293379","Heterocyclic compounds; lactams; other than 6-hexanelactam (epsilon caprolactam) and clobazam (INN) and methyprylon (INN)","Export","213704552.209","5533176.877","Weight in kilograms","5533176.877"
"India","2022","293391","Heterocyclic compounds; alprazolam (INN), camazepam (INN), chlordiazepoxide (INN), clonazepam (INN), clorazepate, delorazepam (INN), diazepam (INN), estazolam (INN), ethyl loflazepate (INN), fludiazepam (INN), flunitrazepam (INN), (cont)","Export","21903056.288","40382.995","Weight in kilograms","40382.995"
"India","2022","293391","Heterocyclic compounds; alprazolam (INN), camazepam (INN), chlordiazepoxide (INN), clonazepam (INN), clorazepate, delorazepam (INN), diazepam (INN), estazolam (INN), ethyl loflazepate (INN), fludiazepam (INN), flunitrazepam (INN), (cont)","Import","3029932.108","2974.155","Weight in kilograms","2974.155"
"India","2022","293392","Heterocyclic compounds; azinphos-methyl (ISO)","Export","954057.465","223.581","Weight in kilograms","223.581"
"India","2022","293399","Heterocyclic compounds; n.e.c. in headings no. 2933","Export","928892399.345","6043069.33","Weight in kilograms","6043069.33"
"India","2022","293399","Heterocyclic compounds; n.e.c. in headings no. 2933","Import","1065499505.249","26982692.681","Weight in kilograms","26982692.681"
"India","2022","293410","Heterocyclic compounds; containing an unfused thiazole ring (whether or not hydrogenated) in the structure","Export","53684585.653","1019885.461","Weight in kilograms","1019885.461"
