"Country or Area","Year","Commodity","Flow","Trade (USD)","Weight (kg)","Quantity Name","Quantity"
"China","1995","Epoxides, epoxyalcohols, epoxyphenols and epoxyethers; with a three-membered ring and their halogenated, sulphonated, nitrated or nitrosated derivatives, n.e.c. in heading no. 2910","Export","1714472","650452","Weight in kilograms","650452"
"China","1995","Epoxides, epoxyalcohols, epoxyphenols and epoxyethers; with a three-membered ring and their halogenated, sulphonated, nitrated or nitrosated derivatives, n.e.c. in heading no. 2910","Import","4746197","3263647","Weight in kilograms","3263647"
"China","1995","Acetals and hemiacetals; whether or not with other oxygen function, and their halogenated, sulphonated, nitrated or nitrosated derivatives","Export","582633","52335","Weight in kilograms","52335"
"China","1995","Acetals and hemiacetals; whether or not with other oxygen function, and their halogenated, sulphonated, nitrated or nitrosated derivatives","Import","341613","805281","Weight in kilograms","805281"
"China","1995","Aldehydes; acyclic, without other oxygen function, methanal (formaldehyde)","Export","686221","627864","Weight in kilograms","627864"
"China","1995","Aldehydes; acyclic, without other oxygen function, methanal (formaldehyde)","Import","528890","705636","Weight in kilograms","705636"
"China","1995","Aldehydes; acyclic, without other oxygen function, ethanal (acetaldehyde)","Export","91596","12194","Weight in kilograms","12194"
"China","1995","Aldehydes; acyclic, without other oxygen function, ethanal (acetaldehyde)","Import","42634","59527","Weight in kilograms","59527"
"China","1995","Butanal (butyraldehyde, normal isomer)","Import","156074","203315","Weight in kilograms","203315"
"China","1995","Aldehydes; acyclic, without other oxygen function, n.e.c. in item no. 2912.1","Export","2678270","367345","Weight in kilograms","367345"
"China","1995","Aldehydes; acyclic, without other oxygen function, n.e.c. in item no. 2912.1","Import","2371844","2168372","Weight in kilograms","2168372"
"China","1995","Aldehydes; cyclic, without other oxygen function, benzaldehyde","Export","2843104","291289","Weight in kilograms","291289"
"China","1995","Aldehydes; cyclic, without other oxygen function, benzaldehyde","Import","523214","344294","Weight in kilograms","344294"
"China","1995","Aldehydes; cyclic, without other oxygen function, other than benzaldehyde","Export","2998220","394377","Weight in kilograms","394377"
"China","1995","Aldehydes; cyclic, without other oxygen function, other than benzaldehyde","Import","1024055","228847","Weight in kilograms","228847"
"China","1995","Aldehyde-alcohols","Export","3054868","237147","Weight in kilograms","237147"
"China","1995","Aldehyde-alcohols","Import","201233","9858","Weight in kilograms","9858"
"China","1995","Aldehydes; aldehyde-ethers, aldehyde-phenols and aldehydes with other oxygen function, vanillin (4-hydroxy-3-methoxybenzaldehyde)","Export","31739243","2543017","Weight in kilograms","2543017"
"China","1995","Aldehydes; aldehyde-ethers, aldehyde-phenols and aldehydes with other oxygen function, vanillin (4-hydroxy-3-methoxybenzaldehyde)","Import","162666","70699","Weight in kilograms","70699"
"China","1995","Aldehydes; aldehyde-ethers, aldehyde-phenols and aldehydes with other oxygen function, ethylvanillin (3-ethoxy-4-hydroxybenzaldehyde)","Export","1217050","89561","Weight in kilograms","89561"
"China","1995","Aldehydes; aldehyde-ethers, aldehyde-phenols and aldehydes with other oxygen function, ethylvanillin (3-ethoxy-4-hydroxybenzaldehyde)","Import","68460","13619","Weight in kilograms","13619"
"China","1995","Aldehyde-alcohols, aldehyde-ethers, aldehyde-phenols and aldehydes with other oxygen function; other than vanillin (4-hydroxy-3-methoxybenzaldehyde) and ethylvanillin (3-ethoxy-4-hydroxybenzaldehyde)","Export","15836292","1195113","Weight in kilograms","1195113"
"China","1995","Aldehyde-alcohols, aldehyde-ethers, aldehyde-phenols and aldehydes with other oxygen function; other than vanillin (4-hydroxy-3-methoxybenzaldehyde) and ethylvanillin (3-ethoxy-4-hydroxybenzaldehyde)","Import","623171","251345","Weight in kilograms","251345"
"China","1995","Aldehydes; cyclic polymers of aldehydes","Export","75747","22335","Weight in kilograms","22335"
"China","1995","Aldehydes; cyclic polymers of aldehydes","Import","110910","15622","Weight in kilograms","15622"
"China","1995","Paraformaldehyde","Export","161941","122921","Weight in kilograms","122921"
"China","1995","Paraformaldehyde","Import","7669307","8840474","Weight in kilograms","8840474"
"China","1995","Aldehydes; halogenated, sulphonated, nitrated or nitrosated derivatives of products of heading no. 2912","Export","2369255","472881","Weight in kilograms","472881"
"China","1995","Aldehydes; halogenated, sulphonated, nitrated or nitrosated derivatives of products of heading no. 2912","Import","283638","187659","Weight in kilograms","187659"
"China","1995","Ketones; acyclic, without other oxygen function, acetone","Export","688969","794084","Weight in kilograms","794084"
"China","1995","Ketones; acyclic, without other oxygen function, acetone","Import","38994838","64594632","Weight in kilograms","64594632"
"China","1995","Ketones; acyclic, without other oxygen function, butanone (methyl ethyl ketone)","Export","1119378","1149108","Weight in kilograms","1149108"
"China","1995","Ketones; acyclic, without other oxygen function, butanone (methyl ethyl ketone)","Import","33841526","44999947","Weight in kilograms","44999947"
"China","1995","Ketones; acyclic, without other oxygen function, 4-methylpentan-2-one (methyl isobutyl ketone)","Export","215703","225999","Weight in kilograms","225999"
"China","1995","Ketones; acyclic, without other oxygen function, 4-methylpentan-2-one (methyl isobutyl ketone)","Import","3499436","3408428","Weight in kilograms","3408428"
"China","1995","Ketones; acyclic, without other oxygen function, n.e.c. in item no. 2914.1","Export","4412901","305377","Weight in kilograms","305377"
"China","1995","Ketones; acyclic, without other oxygen function, n.e.c. in item no. 2914.1","Import","2796009","2170593","Weight in kilograms","2170593"
"China","1995","Camphor","Export","14835071","7288448","Weight in kilograms","7288448"
"China","1995","Camphor","Import","397347","236307","Weight in kilograms","236307"
"China","1995","Ketones; cyclanic, cyclenic or cycloterpenic, without other oxygen function, cyclohexanone and methylcyclohexanones","Export","1580821","1360445","Weight in kilograms","1360445"
"China","1995","Ketones; cyclanic, cyclenic or cycloterpenic, without other oxygen function, cyclohexanone and methylcyclohexanones","Import","9969422","17207757","Weight in kilograms","17207757"
"China","1995","Ketones; cyclanic, cyclenic or cycloterpenic, without other oxygen function, ionones and methylionones","Export","274216","15625","Weight in kilograms","15625"
"China","1995","Ketones; cyclanic, cyclenic or cycloterpenic, without other oxygen function, ionones and methylionones","Import","344226","15405","Weight in kilograms","15405"
"China","1995","Ketones; cyclanic, cyclenic or cycloterpenic, without other oxygen function, other than cyclohexanone, methylcyclohexanones, ionones, and methylionones","Export","4507650","372242","Weight in kilograms","372242"
"China","1995","Ketones; cyclanic, cyclenic or cycloterpenic, without other oxygen function, other than cyclohexanone, methylcyclohexanones, ionones, and methylionones","Import","1268933","343543","Weight in kilograms","343543"
"China","1995","Aromatic ketones without other oxygen function","Export","17614308","2207152","Weight in kilograms","2207152"
"China","1995","Aromatic ketones without other oxygen function","Import","1329750","817071","Weight in kilograms","817071"
"China","1995","Ketone-alcohols nes, ketone-aldehydes","Export","7152627","225953","Weight in kilograms","225953"
"China","1995","Ketone-alcohols nes, ketone-aldehydes","Import","494193","319542","Weight in kilograms","319542"
"China","1995","Ketone-phenols and ketones with other oxygen function","Export","3932779","227150","Weight in kilograms","227150"
"China","1995","Ketone-phenols and ketones with other oxygen function","Import","123319","9663","Weight in kilograms","9663"
"China","1995","Quinones; anthraquinone","Export","77902052","20826773","Weight in kilograms","20826773"
"China","1995","Quinones; anthraquinone","Import","40653","11941","Weight in kilograms","11941"
"China","1995","Quinones; other than anthraquinone and coenzyme Q10 (ubidecarenone (INN))","Export","12623641","1602077","Weight in kilograms","1602077"
"China","1995","Quinones; other than anthraquinone and coenzyme Q10 (ubidecarenone (INN))","Import","2934061","180722","Weight in kilograms","180722"
"China","1995","Ketones and quinones; halogenated, sulphonated, nitrated or nitrosated derivatives","Export","10484910","1352999","Weight in kilograms","1352999"
"China","1995","Ketones and quinones; halogenated, sulphonated, nitrated or nitrosated derivatives","Import","266636","109962","Weight in kilograms","109962"
"China","1995","Acids; saturated acyclic monocarboxylic acids; formic acid","Export","5390793","7593670","Weight in kilograms","7593670"
"China","1995","Acids; saturated acyclic monocarboxylic acids; formic acid","Import","420159","685398","Weight in kilograms","685398"
"China","1995","Acids; saturated acyclic monocarboxylic acids; salts of formic acids","Export","231535","293198","Weight in kilograms","293198"
"China","1995","Acids; saturated acyclic monocarboxylic acids; salts of formic acids","Import","416724","1003512","Weight in kilograms","1003512"
"China","1995","Acids; saturated acyclic monocarboxylic acids; esters of formic acid","Export","2251261","606159","Weight in kilograms","606159"
"China","1995","Acids; saturated acyclic monocarboxylic acids; esters of formic acid","Import","8170551","9461889","Weight in kilograms","9461889"
"China","1995","Acids; saturated acyclic monocarboxylic acids; acetic acid","Export","1980165","1990622","Weight in kilograms","1990622"
"China","1995","Acids; saturated acyclic monocarboxylic acids; acetic acid","Import","44171992","64643916","Weight in kilograms","64643916"
"China","1995","Sodium acetate","Export","1993802","5450709","Weight in kilograms","5450709"
"China","1995","Sodium acetate","Import","187348","104401","Weight in kilograms","104401"
"China","1995","Cobalt acetates","Export","3704","250","Weight in kilograms","250"
"China","1995","Cobalt acetates","Import","5244","399","Weight in kilograms","399"
"China","1995","Acids; saturated acyclic monocarboxylic acids; acetic anhydride","Export","105795","74000","Weight in kilograms","74000"
"China","1995","Acids; saturated acyclic monocarboxylic acids; acetic anhydride","Import","4622877","6628637","Weight in kilograms","6628637"
"China","1995","Acids; saturated acyclic monocarboxylic acids; acetic acid and its salts n.e.c. in item no. 2915.2","Export","777552","301029","Weight in kilograms","301029"
"China","1995","Acids; saturated acyclic monocarboxylic acids; acetic acid and its salts n.e.c. in item no. 2915.2","Import","258774","90931","Weight in kilograms","90931"
"China","1995","Acids; saturated acyclic monocarboxylic acids; ethyl acetate","Export","1365128","1031851","Weight in kilograms","1031851"
"China","1995","Acids; saturated acyclic monocarboxylic acids; ethyl acetate","Import","15106168","21909316","Weight in kilograms","21909316"
"China","1995","Acids; saturated acyclic monocarboxylic acids; vinyl acetate","Export","4485","1011","Weight in kilograms","1011"
"China","1995","Acids; saturated acyclic monocarboxylic acids; vinyl acetate","Import","10600742","12358834","Weight in kilograms","12358834"
"China","1995","Acids; saturated acyclic monocarboxylic acids; n-butyl acetate","Export","2051791","1702440","Weight in kilograms","1702440"
"China","1995","Acids; saturated acyclic monocarboxylic acids; n-butyl acetate","Import","8203611","14110480","Weight in kilograms","14110480"
"China","1995","Isobutyl acetate","Export","385","199","Weight in kilograms","199"
"China","1995","Isobutyl acetate","Import","617843","1431878","Weight in kilograms","1431878"
"China","1995","2-Ethoxyethyl acetate","Export","1614505","749023","Weight in kilograms","749023"
"China","1995","2-Ethoxyethyl acetate","Import","1888621","1829755","Weight in kilograms","1829755"
"China","1995","Acids; saturated acyclic monocarboxylic acids; esters of acetic acid n.e.c. in item no. 2915.3","Export","11098984","4328957","Weight in kilograms","4328957"
"China","1995","Acids; saturated acyclic monocarboxylic acids; esters of acetic acid n.e.c. in item no. 2915.3","Import","7388139","6405770","Weight in kilograms","6405770"
"China","1995","Acids; saturated acyclic monocarboxylic acids; mono-, di- or trichloroacetic acids, their salts and esters","Export","834615","499598","Weight in kilograms","499598"
"China","1995","Acids; saturated acyclic monocarboxylic acids; mono-, di- or trichloroacetic acids, their salts and esters","Import","1486537","1183209","Weight in kilograms","1183209"
"China","1995","Acids; saturated acyclic monocarboxylic acids; propionic acid, its salts and esters","Export","9119300","1891643","Weight in kilograms","1891643"
"China","1995","Acids; saturated acyclic monocarboxylic acids; propionic acid, its salts and esters","Import","7711328","9018847","Weight in kilograms","9018847"
"China","1995","Acids; saturated acyclic monocarboxylic acids; butanoic acids, pentanoic acids, their salts and esters","Export","10646031","1817443","Weight in kilograms","1817443"
"China","1995","Acids; saturated acyclic monocarboxylic acids; butanoic acids, pentanoic acids, their salts and esters","Import","1692736","1917624","Weight in kilograms","1917624"
"China","1995","Acids; saturated acyclic monocarboxylic acids; palmitic acid, stearic acid, their salts and esters","Export","1672293","2023557","Weight in kilograms","2023557"
"China","1995","Acids; saturated acyclic monocarboxylic acids; palmitic acid, stearic acid, their salts and esters","Import","18861450","32476606","Weight in kilograms","32476606"
"China","1995","Acids; saturated acyclic monocarboxylic acids; anhydrides, halides, peroxides, peroxyacids and halogenated, sulphonated, nitrated or nitrosated derivatives, n.e.c. in heading no. 2915","Export","9250540","3734208","Weight in kilograms","3734208"
"China","1995","Acids; saturated acyclic monocarboxylic acids; anhydrides, halides, peroxides, peroxyacids and halogenated, sulphonated, nitrated or nitrosated derivatives, n.e.c. in heading no. 2915","Import","5120876","5181816","Weight in kilograms","5181816"
"China","1995","Acids; unsaturated acyclic monocarboxylic acids; acrylic acid and its salts","Export","2387102","1310314","Weight in kilograms","1310314"
"China","1995","Acids; unsaturated acyclic monocarboxylic acids; acrylic acid and its salts","Import","1319570","1461190","Weight in kilograms","1461190"
"China","1995","Acids; unsaturated acyclic monocarboxylic acids; esters of acrylic acid","Export","4839208","4292448","Weight in kilograms","4292448"
"China","1995","Acids; unsaturated acyclic monocarboxylic acids; esters of acrylic acid","Import","45968974","30816458","Weight in kilograms","30816458"
"China","1995","Acids; unsaturated acyclic monocarboxylic acids; methacrylic acid and its salts","Export","196934","123573","Weight in kilograms","123573"
"China","1995","Acids; unsaturated acyclic monocarboxylic acids; methacrylic acid and its salts","Import","6138584","3432650","Weight in kilograms","3432650"
"China","1995","Acids; unsaturated acyclic monocarboxylic acids; esters of methacrylic acid","Export","3360838","2001710","Weight in kilograms","2001710"
"China","1995","Acids; unsaturated acyclic monocarboxylic acids; esters of methacrylic acid","Import","15274290","11423566","Weight in kilograms","11423566"
"China","1995","Acids; unsaturated acyclic monocarboxylic acids; oleic, linoleic or linolenic acids, their salts and esters","Export","364613","339939","Weight in kilograms","339939"
"China","1995","Acids; unsaturated acyclic monocarboxylic acids; oleic, linoleic or linolenic acids, their salts and esters","Import","418102","514790","Weight in kilograms","514790"
"China","1995","Acids; unsaturated acyclic monocarboxylic, cyclic monocarboxylic, their anhydrides, halides, peroxides and peroxyacids; their halogenated, sulphonated, nitrated or nitrosated derivatives, n.e.c. in item no. 2916.1","Export","7233587","1579930","Weight in kilograms","1579930"
"China","1995","Acids; unsaturated acyclic monocarboxylic, cyclic monocarboxylic, their anhydrides, halides, peroxides and peroxyacids; their halogenated, sulphonated, nitrated or nitrosated derivatives, n.e.c. in item no. 2916.1","Import","1672217","1175719","Weight in kilograms","1175719"
"China","1995","Acids; cyclanic, cyclenic or cycloterpenic monocarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their derivatives","Export","1932637","668165","Weight in kilograms","668165"
"China","1995","Acids; cyclanic, cyclenic or cycloterpenic monocarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their derivatives","Import","13390013","335533","Weight in kilograms","335533"
"China","1995","Acids; aromatic monocarboxylic acids, benzoic acid, its salts and esters","Export","14457848","11569837","Weight in kilograms","11569837"
"China","1995","Acids; aromatic monocarboxylic acids, benzoic acid, its salts and esters","Import","633211","268062","Weight in kilograms","268062"
"China","1995","Acids; aromatic monocarboxylic acids, benzoyl peroxide and benzoyl chloride","Export","351043","202227","Weight in kilograms","202227"
"China","1995","Acids; aromatic monocarboxylic acids, benzoyl peroxide and benzoyl chloride","Import","185383","123728","Weight in kilograms","123728"
"China","1995","Phenylacetic acid, its salts & esters","Export","2409730","583246","Weight in kilograms","583246"
"China","1995","Phenylacetic acid, its salts & esters","Import","107598","41970","Weight in kilograms","41970"
"China","1995","Acids; aromatic monocarboxylic acids, and their anhydrides, halides, peroxides, peroxyacids and their derivatives, other than benzoic acid, its salts and esters, benzoyl peroxide and benzoyl chloride, phenylacetic acid and its salts","Export","16191230","3634147","Weight in kilograms","3634147"
"China","1995","Acids; aromatic monocarboxylic acids, and their anhydrides, halides, peroxides, peroxyacids and their derivatives, other than benzoic acid, its salts and esters, benzoyl peroxide and benzoyl chloride, phenylacetic acid and its salts","Import","2400949","2662515","Weight in kilograms","2662515"
"China","1995","Acids; acyclic polycarboxylic acids; oxalic acid, its salts and esters","Export","12219968","18763048","Weight in kilograms","18763048"
"China","1995","Acids; acyclic polycarboxylic acids; oxalic acid, its salts and esters","Import","278538","350235","Weight in kilograms","350235"
"China","1995","Acids; acyclic polycarboxylic acids; adipic acid, its salts and esters","Export","3137038","2055877","Weight in kilograms","2055877"
"China","1995","Acids; acyclic polycarboxylic acids; adipic acid, its salts and esters","Import","7073257","9931267","Weight in kilograms","9931267"
"China","1995","Acids; acyclic polycarboxylic acids; azelaic acid, sebacic acid, their salts and esters","Export","34946810","13215403","Weight in kilograms","13215403"
"China","1995","Acids; acyclic polycarboxylic acids; azelaic acid, sebacic acid, their salts and esters","Import","185820","182102","Weight in kilograms","182102"
"China","1995","Acids; acyclic polycarboxylic acids; maleic anhydride","Export","91243","121000","Weight in kilograms","121000"
"China","1995","Acids; acyclic polycarboxylic acids; maleic anhydride","Import","2734694","5420261","Weight in kilograms","5420261"
"China","1995","Acids; acyclic polycarboxylic acids; n.e.c. in item no. 2917.1","Export","15200962","4794444","Weight in kilograms","4794444"
"China","1995","Acids; acyclic polycarboxylic acids; n.e.c. in item no. 2917.1","Import","1778542","1815490","Weight in kilograms","1815490"
"China","1995","Acids; cyclanic, cyclenic or cycloterpenic polycarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and derivatives","Export","2690506","670918","Weight in kilograms","670918"
"China","1995","Acids; cyclanic, cyclenic or cycloterpenic polycarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and derivatives","Import","5396076","5641636","Weight in kilograms","5641636"
"China","1995","Dibutyl orthophthalates","Export","3375914","2310880","Weight in kilograms","2310880"
"China","1995","Dibutyl orthophthalates","Import","6157327","6771866","Weight in kilograms","6771866"
"China","1995","Acids; aromatic polycarboxylic acids; dioctyl orthophthalates","Export","35583883","20723141","Weight in kilograms","20723141"
"China","1995","Acids; aromatic polycarboxylic acids; dioctyl orthophthalates","Import","45958341","54896839","Weight in kilograms","54896839"
"China","1995","Acids; aromatic polycarboxylic acids; dinonyl or didecyl orthophthalates","Export","9364","8812","Weight in kilograms","8812"
"China","1995","Acids; aromatic polycarboxylic acids; dinonyl or didecyl orthophthalates","Import","1752190","2759071","Weight in kilograms","2759071"
"China","1995","Acids; aromatic polycarboxylic acids; other esters of orthophthalic acids","Export","314311","152546","Weight in kilograms","152546"
"China","1995","Acids; aromatic polycarboxylic acids; other esters of orthophthalic acids","Import","1195965","914164","Weight in kilograms","914164"
"China","1995","Acids; aromatic polycarboxylic acids; phthalic anhydride","Export","542558","284273","Weight in kilograms","284273"
"China","1995","Acids; aromatic polycarboxylic acids; phthalic anhydride","Import","98558380","124805660","Weight in kilograms","124805660"
"China","1995","Acids; aromatic polycarboxylic acids; terephthalic acid and its salts","Export","16022220","13364000","Weight in kilograms","13364000"
"China","1995","Acids; aromatic polycarboxylic acids; terephthalic acid and its salts","Import","457647837","401088015","Weight in kilograms","401088015"
"China","1995","Acids; aromatic polycarboxylic acids; dimethyl terephthalate","Export","919909","644605","Weight in kilograms","644605"
"China","1995","Acids; aromatic polycarboxylic acids; dimethyl terephthalate","Import","9961064","9323042","Weight in kilograms","9323042"
"China","1995","Acids; aromatic polycarboxylic acids; n.e.c. in item no. 2917.3","Export","11040800","3119479","Weight in kilograms","3119479"
"China","1995","Acids; aromatic polycarboxylic acids; n.e.c. in item no. 2917.3","Import","7783556","5719097","Weight in kilograms","5719097"
"China","1995","Acids; carboxylic acids, (with alcohol function but without other oxygen function), lactic acid, its salts and esters","Export","5088724","4690333","Weight in kilograms","4690333"
"China","1995","Acids; carboxylic acids, (with alcohol function but without other oxygen function), lactic acid, its salts and esters","Import","303687","109626","Weight in kilograms","109626"
"China","1995","Acids; carboxylic acids, (with alcohol function but without other oxygen function), tartaric acid","Export","4304215","2226668","Weight in kilograms","2226668"
"China","1995","Acids; carboxylic acids, (with alcohol function but without other oxygen function), tartaric acid","Import","437683","266788","Weight in kilograms","266788"
"China","1995","Acids; carboxylic acids, (with alcohol function but without other oxygen function); salts and esters of tartaric acid","Export","419144","194213","Weight in kilograms","194213"
"China","1995","Acids; carboxylic acids, (with alcohol function but without other oxygen function); salts and esters of tartaric acid","Import","119373","27739","Weight in kilograms","27739"
"China","1995","Acids; carboxylic acids, (with alcohol function but without other oxygen function), citric acid","Export","132029063","127783859","Weight in kilograms","127783859"
"China","1995","Acids; carboxylic acids, (with alcohol function but without other oxygen function), citric acid","Import","518189","345863","Weight in kilograms","345863"
"China","1995","Acids; carboxylic acids, (with alcohol function but without other oxygen function), salts and esters of citric acid","Export","24690973","25223304","Weight in kilograms","25223304"
"China","1995","Acids; carboxylic acids, (with alcohol function but without other oxygen function), salts and esters of citric acid","Import","386262","122006","Weight in kilograms","122006"
"China","1995","Acids; carboxylic acids, (with alcohol function but without other oxygen function), gluconic acid, its salts and esters","Export","3402353","1499349","Weight in kilograms","1499349"
"China","1995","Acids; carboxylic acids, (with alcohol function but without other oxygen function), gluconic acid, its salts and esters","Import","283162","180569","Weight in kilograms","180569"
"China","1995","Acids; carboxylic acids, (with alcohol function but without other oxygen function), 2,2-Diphenyl-2-hydroxyacetic acid (benzilic acid)","Export","466387","80194","Weight in kilograms","80194"
"China","1995","Acids; carboxylic acids, (with alcohol function but without other oxygen function), 2,2-Diphenyl-2-hydroxyacetic acid (benzilic acid)","Import","89082","2640","Weight in kilograms","2640"
"China","1995","Acids; carboxylic acids, (with alcohol function but without other oxygen function), other than lactic, tartaric, citric, and gluconic acids and their salts and esters","Export","8429894","2141771","Weight in kilograms","2141771"
"China","1995","Acids; carboxylic acids, (with alcohol function but without other oxygen function), other than lactic, tartaric, citric, and gluconic acids and their salts and esters","Import","807014","507860","Weight in kilograms","507860"
"China","1995","Acids; carboxylic acids, (with phenol function but without other oxygen function), salicylic acid and its salts","Export","4907798","2153049","Weight in kilograms","2153049"
"China","1995","Acids; carboxylic acids, (with phenol function but without other oxygen function), salicylic acid and its salts","Import","54863","16644","Weight in kilograms","16644"
"China","1995","Acids; carboxylic acids, (with phenol function but without other oxygen function), o-acetylsalicylic acid, its salts and esters","Export","11433820","4591532","Weight in kilograms","4591532"
"China","1995","Acids; carboxylic acids, (with phenol function but without other oxygen function), o-acetylsalicylic acid, its salts and esters","Import","137","1","Weight in kilograms","1"
"China","1995","Acids; carboxylic acids, (with phenol function but without other oxygen function), other esters of salicylic acid and its salts n.e.c. in item no. 2918.2","Export","7548998","3823812","Weight in kilograms","3823812"
"China","1995","Acids; carboxylic acids, (with phenol function but without other oxygen function), other esters of salicylic acid and its salts n.e.c. in item no. 2918.2","Import","123098","23305","Weight in kilograms","23305"
"China","1995","Acids; carboxylic acids, (with phenol function but without other oxygen function), their anhydrides, halides, peroxides, peroxyacids and their derivatives, n.e.c. in item no. 2918.2","Export","12724379","3065845","Weight in kilograms","3065845"
"China","1995","Acids; carboxylic acids, (with phenol function but without other oxygen function), their anhydrides, halides, peroxides, peroxyacids and their derivatives, n.e.c. in item no. 2918.2","Import","329071","458131","Weight in kilograms","458131"
"China","1995","Acids; carboxylic acids, (with aldehyde or ketone function but without other oxygen function), their anhydrides, halides, peroxides, peroxyacids and their derivatives","Export","1914020","660948","Weight in kilograms","660948"
"China","1995","Acids; carboxylic acids, (with aldehyde or ketone function but without other oxygen function), their anhydrides, halides, peroxides, peroxyacids and their derivatives","Import","602342","35528","Weight in kilograms","35528"
"China","1995","Carboxylic acids with additional oxygen function&their anhydrides,halides,p ...","Export","10613265","3820762","Weight in kilograms","3820762"
"China","1995","Carboxylic acids with additional oxygen function&their anhydrides,halides,p ...","Import","1201808","594066","Weight in kilograms","594066"
"China","1995","Phosphoric esters & their salts, incl. lactophosphates; their halogenated/s ...","Export","7305551","2890034","Weight in kilograms","2890034"
"China","1995","Phosphoric esters & their salts, incl. lactophosphates; their halogenated/s ...","Import","3935556","1573725","Weight in kilograms","1573725"
"China","1995","Thiophosphoric esters (phosphorothioates) & their salts; their halogenated/ ...","Export","7433681","3051623","Weight in kilograms","3051623"
"China","1995","Thiophosphoric esters (phosphorothioates) & their salts; their halogenated/ ...","Import","16339","5514","Weight in kilograms","5514"
"China","1995","Esters; other than thiophosphoric esters (phosphorothioates) and phosphite esters and their salts, their halogenated, sulphonated, nitrated or nitrosated derivatives, n.e.c. in heading no. 2920","Export","4382906","1800166","Weight in kilograms","1800166"
"China","1995","Esters; other than thiophosphoric esters (phosphorothioates) and phosphite esters and their salts, their halogenated, sulphonated, nitrated or nitrosated derivatives, n.e.c. in heading no. 2920","Import","2844004","1771968","Weight in kilograms","1771968"
"China","1995","Amine-function compounds; acyclic monoamines and their derivatives, methylamine, di- or trimethylamine and their salts","Export","4427660","1628129","Weight in kilograms","1628129"
"China","1995","Amine-function compounds; acyclic monoamines and their derivatives, methylamine, di- or trimethylamine and their salts","Import","2380924","2074876","Weight in kilograms","2074876"
"China","1995","Amine-function compounds; acyclic monoamines and their derivatives, and salts thereof, 2-(N,N-Dimethylamino)ethylchloride hydrochloride","Export","367791","103750","Weight in kilograms","103750"
"China","1995","Amine-function compounds; acyclic monoamines and their derivatives, and salts thereof, 2-(N,N-Dimethylamino)ethylchloride hydrochloride","Import","526174","702585","Weight in kilograms","702585"
"China","1995","Amine-function compounds; acyclic monoamines and their derivatives, and salts thereof, n.e.c. in item no. 2921.1","Export","2905787","1197411","Weight in kilograms","1197411"
"China","1995","Amine-function compounds; acyclic monoamines and their derivatives, and salts thereof, n.e.c. in item no. 2921.1","Import","6646017","5081206","Weight in kilograms","5081206"
"China","1995","Amine-function compounds; acyclic polyamines and their derivatives, ethylenediamine and its salts","Export","339869","68335","Weight in kilograms","68335"
"China","1995","Amine-function compounds; acyclic polyamines and their derivatives, ethylenediamine and its salts","Import","6232671","4113313","Weight in kilograms","4113313"
"China","1995","Amine-function compounds; acyclic polyamines and their derivatives, hexamethylenediamine and its salts","Export","1066553","942108","Weight in kilograms","942108"
"China","1995","Amine-function compounds; acyclic polyamines and their derivatives, hexamethylenediamine and its salts","Import","36474307","27499724","Weight in kilograms","27499724"
"China","1995","Amine-function compounds; acyclic polyamines and their derivatives, and salts thereof, n.e.c. in item no. 2921.2","Export","6211545","3942112","Weight in kilograms","3942112"
"China","1995","Amine-function compounds; acyclic polyamines and their derivatives, and salts thereof, n.e.c. in item no. 2921.2","Import","4792378","6810448","Weight in kilograms","6810448"
"China","1995","Amine-function compounds; cyclanic, cyclenic or cycloterpenic mono- or polyamines and their derivatives; salts thereof","Export","5540152","981115","Weight in kilograms","981115"
"China","1995","Amine-function compounds; cyclanic, cyclenic or cycloterpenic mono- or polyamines and their derivatives; salts thereof","Import","4672624","5163077","Weight in kilograms","5163077"
"China","1995","Amine-function compounds; aromatic monoamines and their derivatives, aniline and its salts","Export","6641303","1715855","Weight in kilograms","1715855"
"China","1995","Amine-function compounds; aromatic monoamines and their derivatives, aniline and its salts","Import","8199061","11594568","Weight in kilograms","11594568"
"China","1995","Amine-function-compounds; aromatic monoamines and their derivatives, aniline derivatives and their salts","Export","50015110","16493897","Weight in kilograms","16493897"
"China","1995","Amine-function-compounds; aromatic monoamines and their derivatives, aniline derivatives and their salts","Import","3129818","1412654","Weight in kilograms","1412654"
"China","1995","Amine-function compounds; aromatic monoamines and their derivatives, toluidines and their derivatives; salts thereof","Export","5289889","1865699","Weight in kilograms","1865699"
"China","1995","Amine-function compounds; aromatic monoamines and their derivatives, toluidines and their derivatives; salts thereof","Import","374588","109208","Weight in kilograms","109208"
"China","1995","Amine-function compounds; aromatic monoamines and their derivatives, diphenylamine and its derivatives; salts thereof","Export","3719105","929213","Weight in kilograms","929213"
"China","1995","Amine-function compounds; aromatic monoamines and their derivatives, diphenylamine and its derivatives; salts thereof","Import","194087","27375","Weight in kilograms","27375"
"China","1995","Amine-function compounds; aromatic monoamines and their derivatives; 1-naphthylamine (alpha-naphthylamine), 2-naphthylamine (beta-naphthaylamine) and their derivatives; salts thereof","Export","15085908","4468222","Weight in kilograms","4468222"
